Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-0.3050542,1.090643,1.576383,-1,3.612012,0
-0.2659501,1.091327,1.580875,-1,3.612012,0
-0.3049589,1.085843,1.57776,0,3.62811,0
-0.2658628,1.086607,1.582289,-1,3.62811,0
-0.3058749,1.07932,1.579651,0,3.635695,0
-0.2667866,1.080064,1.584069,0,3.635695,0
-0.3067757,1.072876,1.581518,0,3.649376,0
-0.2676957,1.073601,1.585829,0,3.649376,0
-0.3059401,1.075557,1.580733,0,3.664023,0
-0.2668616,1.076159,1.585214,0,3.664023,0
-0.3064386,1.071197,1.581995,0,3.677005,0
-0.2673667,1.071762,1.58643,0,3.677005,0
-0.2943259,1.090653,1.576206,0,3.691776,0
-0.2553001,1.091658,1.582604,0,3.691776,0
-0.2942352,1.090331,1.576317,0,3.707411,0
-0.2552087,1.0913,1.582726,0,3.707411,0
-0.2942879,1.088395,1.576882,0,3.718129,0
-0.2552639,1.089327,1.583301,0,3.718129,0
-0.2943359,1.08643,1.577456,0,3.730905,0
-0.2552579,1.087326,1.583895,0,3.730905,0
-0.2917558,1.101875,1.573321,0,3.745253,0
-0.252656,1.10283,1.579746,0,3.745253,0
-0.2906871,1.101908,1.573495,0,3.759124,0
-0.2515697,1.102872,1.57992,0,3.759124,0
-0.2900894,1.105729,1.572465,0,3.773117,0
-0.25097,1.106798,1.579321,0,3.773117,0
