Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-0.1712908,1.37297,1.62329,-1,4.88494,0
-0.1573919,1.37334,1.628938,-1,4.88494,0
-0.1527299,1.40707,1.645066,0,4.901473,0
-0.1321361,1.407695,1.653404,-1,4.901473,0
-0.1525523,1.403857,1.643266,0,4.912881,0
-0.131896,1.404482,1.651628,0,4.912881,0
-0.1697591,1.396386,1.632257,0,4.92519,0
-0.1565145,1.396804,1.637629,0,4.92519,0
-0.1722311,1.391469,1.629047,0,4.937797,0
-0.1588722,1.39191,1.634504,0,4.937797,0
-0.1728718,1.388268,1.627731,0,4.952867,0
-0.1594543,1.388715,1.633213,0,4.952867,0
-0.189418,1.375135,1.616801,0,4.966857,0
-0.1682237,1.375804,1.625448,0,4.966857,0
-0.1976177,1.362744,1.609434,0,4.981428,0
-0.1762163,1.363384,1.618155,0,4.981428,0
-0.1994109,1.358659,1.607368,0,4.995882,0
-0.1779442,1.359297,1.616113,0,4.995882,0
-0.2018881,1.347738,1.602764,0,5.010355,0
-0.1802634,1.348358,1.611566,0,5.010355,0
-0.2037552,1.342575,1.600721,0,5.025954,0
-0.182042,1.343036,1.609095,0,5.025954,0
-0.2056266,1.337451,1.598819,0,5.041047,0
-0.1838218,1.337706,1.606621,0,5.041047,0
-0.1810397,1.342927,1.609457,0,5.055924,0
-0.17419,1.343125,1.612246,0,5.055924,0
-0.1826754,1.331935,1.605165,0,5.070779,0
-0.1754904,1.332131,1.608086,0,5.070779,0
-0.1807823,1.33485,1.606883,0,5.086906,0
-0.1736686,1.335045,1.609776,0,5.086906,0
-0.1810002,1.334277,1.606606,0,5.097917,0
-0.1738743,1.334473,1.609504,0,5.097917,0
-0.1812167,1.333707,1.606331,0,5.110838,0
-0.1740786,1.333903,1.609234,0,5.110838,0
-0.1805121,1.342564,1.609547,0,5.125533,0
-0.1735145,1.342768,1.612396,0,5.125533,0
-0.1756534,1.375786,1.622488,0,5.140287,0
-0.1693244,1.376011,1.625079,0,5.140287,0
-0.1773882,1.375088,1.621568,0,5.153861,0
-0.17103,1.375306,1.624167,0,5.153861,0
-0.177938,1.374618,1.621193,0,5.168067,0
-0.1715658,1.374833,1.623798,0,5.168067,0
-0.1782058,1.374563,1.621068,0,5.182594,0
-0.1718307,1.374777,1.623674,0,5.182594,0
-0.1935321,1.374004,1.61479,0,5.19649,0
-0.1722982,1.374714,1.623467,0,5.19649,0
-0.1993787,1.364941,1.609462,0,5.210583,0
-0.1779937,1.3656,1.618183,0,5.210583,0
-0.1930924,1.363912,1.61162,0,5.227231,0
-0.1642986,1.364771,1.623352,0,5.227231,0
-0.1940541,1.362046,1.61062,0,5.240067,0
-0.165237,1.362896,1.622358,0,5.240067,0
-0.1951813,1.360446,1.609641,0,5.252221,0
-0.1663441,1.36128,1.621382,0,5.252221,0
-0.1970502,1.349467,1.60526,0,5.265511,0
-0.168109,1.350235,1.61702,0,5.265511,0
-0.1973646,1.349367,1.605102,0,5.280338,0
-0.168424,1.35011,1.616854,0,5.280338,0
-0.1986589,1.348106,1.604169,0,5.296649,0
-0.1697031,1.348828,1.61592,0,5.296649,0
-0.1982623,1.349756,1.604874,0,5.307639,0
-0.1693304,1.350458,1.616609,0,5.307639,0
-0.1989399,1.349139,1.6044,0,5.321547,0
-0.1700012,1.349821,1.616131,0,5.321547,0
-0.1996174,1.348523,1.603926,0,5.335886,0
-0.1706723,1.349185,1.615653,0,5.335886,0
-0.2096873,1.352267,1.602701,0,5.349705,0
-0.2027056,1.35185,1.603801,0,5.349705,0
-0.2183769,1.352954,1.601429,0,5.363721,0
-0.2038892,1.352054,1.603626,0,5.363721,0
-0.2218704,1.355561,1.601637,0,5.380704,0
-0.2074179,1.354641,1.603822,0,5.380704,0
-0.2235793,1.356364,1.601593,0,5.394607,0
-0.2091369,1.355436,1.603774,0,5.394607,0
