FrameCount, FrameTime, validExpressions,BrowLowererL, BrowLowererR, CheekPuffL, CheekPuffR, CheekRaiserL, CheekRaiserR, CheekSuckL, CheekSuckR, ChinRaiserB, ChinRaiserT, DimplerL, DimplerR, EyesClosedL, EyesClosedR, EyesLookDownL, EyesLookDownR, EyesLookLeftL, EyesLookLeftR, EyesLookRightL, EyesLookRightR, EyesLookUpL, EyesLookUpR, InnerBrowRaiserL, InnerBrowRaiserR, JawDrop, JawSidewaysLeft, JawSidewaysRight, JawThrust, LidTightenerL, LidTightenerR, LipCornerDepressorL, LipCornerDepressorR, LipCornerPullerL, LipCornerPullerR, LipFunnelerLB, LipFunnelerLT, LipFunnelerRB, LipFunnelerRT, LipPressorL, LipPressorR, LipPuckerL, LipPuckerR, LipStretcherL, LipStretcherR, LipSuckLB, LipSuckLT, LipSuckRB, LipSuckRT, LipTightenerL, LipTightenerR, LipsToward, LowerLipDepressorL, LowerLipDepressorR, MouthLeft, MouthRight, NoseWrinklerL, NoseWrinklerR, OuterBrowRaiserL, OuterBrowRaiserR, UpperLidRaiserL, UpperLidRaiserR, UpperLipRaiserL, UpperLipRaiserR, Max,UpperFaceConfidence, LowerFaceConfidence
1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
2,0.02,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
3,0.3533334,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
4,0.4211719,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
5,0.440827,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
6,0.4480478,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
7,0.4610523,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
8,0.4769924,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
9,0.4896793,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
10,0.5051512,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
11,0.5177652,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
12,0.5313498,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
13,0.5486711,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
14,0.5600401,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
15,0.5758656,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
16,0.5885924,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
17,0.6020628,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
18,0.6170583,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
19,0.6280766,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
20,0.6431434,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21,0.6574475,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
22,0.6708418,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
23,0.6860394,True,,0.006374013,0.01882398,0.0744075,0.0745042,0.3167418,0.2736878,0,0,0.1836019,0.2054057,0.0002232425,0.0002232425,0,0.09345014,0.002605386,0.0956154,0.01991844,0.04299984,0,0,0,0,0.004181945,0.003286157,0.03194396,0.05319939,0.0650427,0.1373249,0.01408244,0.01932485,0.04704533,0.02604372,0.04087787,0.05133387,0.04933766,0.09408608,0.05177693,0.06450678,0,0,0.1017639,0.1044701,0.02152544,0.02791832,0.05906983,0.09966478,0.04714711,0.1065622,0.06226658,0.06272459,0.09656972,0.1029564,0.1050063,0.01064509,0.01064941,0.1677965,0.1598205,0.001207738,0.01194479,0,0,0.1178741,0.1558093,1,0
24,0.7136298,True,,0.008155213,0.02383052,0.07276827,0.07279815,0.3102843,0.2810918,0,0,0.1873088,0.2029579,7.369927E-05,7.369927E-05,0.1530693,1.054257E-06,0.1683625,0.0205975,0.0261053,0.04913138,0,0,0,0,0.004537492,0.002132256,0.0319367,0.05156345,0.07039338,0.1362151,0.003836453,0.06578907,0.044268,0.02979343,0.03599423,0.04596149,0.05045322,0.09320898,0.05113686,0.07029898,0,0,0.09706631,0.1112746,0.0213971,0.02448227,0.05517571,0.1002251,0.04371907,0.1099003,0.06174402,0.06176524,0.09560046,0.1039605,0.1044207,0.01064509,0.01064616,0.1536124,0.159717,0.0008102522,0.0108267,0,0,0.1174575,0.153603,1,0
25,0.7284974,True,,0.008155213,0.02383052,0.07276827,0.07279815,0.3102843,0.2810918,0,0,0.1873088,0.2029579,7.369927E-05,7.369927E-05,0.1530693,1.054257E-06,0.1683625,0.0205975,0.0261053,0.04913138,0,0,0,0,0.004537492,0.002132256,0.0319367,0.05156345,0.07039338,0.1362151,0.003836453,0.06578907,0.044268,0.02979343,0.03599423,0.04596149,0.05045322,0.09320898,0.05113686,0.07029898,0,0,0.09706631,0.1112746,0.0213971,0.02448227,0.05517571,0.1002251,0.04371907,0.1099003,0.06174402,0.06176524,0.09560046,0.1039605,0.1044207,0.01064509,0.01064616,0.1536124,0.159717,0.0008102522,0.0108267,0,0,0.1174575,0.153603,1,0
26,0.7426004,True,,0.008155213,0.02383052,0.07276827,0.07279815,0.3102843,0.2810918,0,0,0.1873088,0.2029579,7.369927E-05,7.369927E-05,0.1530693,1.054257E-06,0.1683625,0.0205975,0.0261053,0.04913138,0,0,0,0,0.004537492,0.002132256,0.0319367,0.05156345,0.07039338,0.1362151,0.003836453,0.06578907,0.044268,0.02979343,0.03599423,0.04596149,0.05045322,0.09320898,0.05113686,0.07029898,0,0,0.09706631,0.1112746,0.0213971,0.02448227,0.05517571,0.1002251,0.04371907,0.1099003,0.06174402,0.06176524,0.09560046,0.1039605,0.1044207,0.01064509,0.01064616,0.1536124,0.159717,0.0008102522,0.0108267,0,0,0.1174575,0.153603,1,0
27,0.7577245,True,,0.008155213,0.02383052,0.07276827,0.07279815,0.3102843,0.2810918,0,0,0.1873088,0.2029579,7.369927E-05,7.369927E-05,0.1530693,1.054257E-06,0.1683625,0.0205975,0.0261053,0.04913138,0,0,0,0,0.004537492,0.002132256,0.0319367,0.05156345,0.07039338,0.1362151,0.003836453,0.06578907,0.044268,0.02979343,0.03599423,0.04596149,0.05045322,0.09320898,0.05113686,0.07029898,0,0,0.09706631,0.1112746,0.0213971,0.02448227,0.05517571,0.1002251,0.04371907,0.1099003,0.06174402,0.06176524,0.09560046,0.1039605,0.1044207,0.01064509,0.01064616,0.1536124,0.159717,0.0008102522,0.0108267,0,0,0.1174575,0.153603,1,0
28,0.7736381,True,,0.006448995,0.01922609,0.07370834,0.07372133,0.3095102,0.2854544,0,0,0.1901658,0.2026175,4.440458E-05,4.440458E-05,1.814216E-06,0.01272286,0.02360296,0.03631565,0.02613587,0.05537048,0,0,0,0,0.004668451,0.002717556,0.03193592,0.05239172,0.07267837,0.1314828,0.002141732,0.01762682,0.04878277,0.03714188,0.03947775,0.05008646,0.05201466,0.0948289,0.0522531,0.07265095,0,0,0.09665126,0.1091859,0.02136305,0.02847713,0.05938377,0.1040091,0.04774403,0.1144869,0.05858944,0.05898548,0.09567276,0.09976189,0.105715,0.01064509,0.01064567,0.1561474,0.1661121,0.0006652304,0.01044753,0,0,0.1311408,0.1637946,1,0
29,0.7870913,True,,0.01044037,0.03058355,0.07019582,0.07412505,0.3156006,0.2867429,0,0,0.1856757,0.2024514,2.744313E-05,2.744313E-05,1.543388E-05,0.1805214,0.04074214,0.2080234,0.02617178,0.05546693,0,0,0,0,0.004775886,0.002197404,0.03193559,0.05953388,0.07364114,0.1295075,0.001240258,0.05613518,0.0509029,0.03555873,0.03667963,0.04782365,0.04907858,0.08520707,0.04874546,0.06982251,0,0,0.09637765,0.1028977,0.02134013,0.03022988,0.06144272,0.1009296,0.04996215,0.1109828,0.05666647,0.06167452,0.09482533,0.09783444,0.1061597,0.01064509,0.01064541,0.1575588,0.1637603,0.0005468238,0.01014924,0,0,0.1253119,0.162233,1,0
30,0.7992842,True,,0.01044037,0.03058355,0.07019582,0.07412505,0.3156006,0.2867429,0,0,0.1856757,0.2024514,2.744313E-05,2.744313E-05,1.543388E-05,0.1805214,0.04074214,0.2080234,0.02617178,0.05546693,0,0,0,0,0.004775886,0.002197404,0.03193559,0.05953388,0.07364114,0.1295075,0.001240258,0.05613518,0.0509029,0.03555873,0.03667963,0.04782365,0.04907858,0.08520707,0.04874546,0.06982251,0,0,0.09637765,0.1028977,0.02134013,0.03022988,0.06144272,0.1009296,0.04996215,0.1109828,0.05666647,0.06167452,0.09482533,0.09783444,0.1061597,0.01064509,0.01064541,0.1575588,0.1637603,0.0005468238,0.01014924,0,0,0.1253119,0.162233,1,0
