FrameCount,frameTime,Global Position X,Global Position Y,Global Position Z,fixationID,LayerNumber,Hit object name
2063,19.95193,0.05601932,0.8830352,3,-1,0,(fixationPlane)Rehab
2063,19.95193,-0.04068808,0.8969893,3,-1,0,(fixationPlane)Rehab
2064,19.97246,0.04480655,0.9100971,3,0,0,(fixationPlane)Rehab
2064,19.97246,-0.05174799,0.9243369,3,-1,0,(fixationPlane)Rehab
2065,19.98008,0.04524699,0.9113922,3,0,0,(fixationPlane)Rehab
2065,19.98008,-0.0512733,0.9258123,3,0,0,(fixationPlane)Rehab
2066,19.99311,0.03598862,0.8698829,3,0,0,(fixationPlane)Rehab
2066,19.99311,-0.06068806,0.884508,3,0,0,(fixationPlane)Rehab
2067,20.00737,0.02876144,0.8696378,3,0,0,(fixationPlane)Rehab
2067,20.00737,-0.0679996,0.8836837,3,0,0,(fixationPlane)Rehab
2068,20.02143,0.1010805,0.6861788,3,0,0,(fixationPlane)Rehab
2068,20.02143,0.003149451,0.7001219,3,0,0,(fixationPlane)Rehab
2069,20.035,0.09893863,0.6904554,3,1,0,(fixationPlane)Rehab
2069,20.035,0.001024664,0.704214,3,0,0,(fixationPlane)Rehab
2070,20.04815,0.09485956,0.6856575,3,1,0,(fixationPlane)Rehab
2070,20.04815,-0.003099822,0.6993546,3,1,0,(fixationPlane)Rehab
2071,20.06128,0.1127802,0.6662233,3,1,0,(fixationPlane)Rehab
2071,20.06128,0.01467419,0.6800591,3,1,0,(fixationPlane)Rehab
2072,20.07553,0.1112231,0.6718835,3,1,0,(fixationPlane)Rehab
2072,20.07553,0.01315078,0.6856536,3,1,0,(fixationPlane)Rehab
2073,20.08851,0.09686088,0.6805817,3,1,0,(fixationPlane)Rehab
2073,20.08851,-0.001187417,0.6941832,3,1,0,(fixationPlane)Rehab
2074,20.10294,0.1055604,0.6899374,3,1,0,(fixationPlane)Rehab
2074,20.10294,0.007513793,0.7033168,3,1,0,(fixationPlane)Rehab
2075,20.11627,0.1129176,0.694752,3,1,0,(fixationPlane)Rehab
2075,20.11627,0.01484472,0.7078373,3,1,0,(fixationPlane)Rehab
2076,20.13004,0.08511398,0.7223626,3,1,0,(fixationPlane)Rehab
2076,20.13004,-0.01280582,0.7352403,3,1,0,(fixationPlane)Rehab
2077,20.14401,0.09230633,0.7233863,3,1,0,(fixationPlane)Rehab
2077,20.14401,-0.005649437,0.7362747,3,1,0,(fixationPlane)Rehab
2078,20.1579,0.08138694,0.7362114,3,1,0,(fixationPlane)Rehab
2078,20.1579,-0.01653324,0.749064,3,1,0,(fixationPlane)Rehab
2079,20.17197,0.08788476,0.7446953,3,1,0,(fixationPlane)Rehab
2079,20.17197,-0.009995294,0.7577676,3,1,0,(fixationPlane)Rehab
2080,20.18711,0.1128297,0.741832,3,1,0,(fixationPlane)Rehab
2080,20.18711,0.0148598,0.7546943,3,1,0,(fixationPlane)Rehab
2081,20.20065,0.1207391,0.7458651,3,1,0,(fixationPlane)Rehab
2081,20.20065,0.02269559,0.7583085,3,1,0,(fixationPlane)Rehab
2082,20.21355,0.1230377,0.7531821,3,1,0,(fixationPlane)Rehab
2082,20.21355,0.02497271,0.7651633,3,1,0,(fixationPlane)Rehab
2083,20.22692,0.09127228,0.760613,3,1,0,(fixationPlane)Rehab
2083,20.22692,-0.006814986,0.7722071,3,1,0,(fixationPlane)Rehab
2084,20.24118,0.0889994,0.7752415,3,1,0,(fixationPlane)Rehab
2084,20.24118,-0.009089119,0.7860801,3,1,0,(fixationPlane)Rehab
