frameCount, left Gaze point world position x, left Gaze point world position y, left Gaze point world position z, left Gaze point gazeTime, left Gaze point hit layer, leftEyeHitObject,right Gaze point world position x, right Gaze point world position y, right Gaze point world position z, right Gaze point gazeTime, right Gaze point hit layer, rightEyeHitObject,left eye open confidence, left eye position x, left eye position y, left eye position z, right eye open confidence, right eye position x, right eye position y, right eye position z, isConjugate, isFixational,headCameraPosition.x, headCameraPosition.y, headCameraPosition.z,head angular speed, left eye angular speed, right eye angular speed
1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
2,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1251466,1.163848,0.04754725,-1,-1,-1
4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1227908,1.163371,0.04765924,-1,-1,-1
5,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.121959,1.163515,0.04777959,-1,-1,-1
6,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1215992,1.164002,0.04778047,-1,-1,-1
7,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1211425,1.164558,0.04780769,-1,-1,-1
8,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1206335,1.16506,0.04769511,-1,-1,-1
9,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1202162,1.165681,0.04763864,-1,-1,-1
10,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1197508,1.166275,0.04754228,-1,-1,-1
11,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1192297,1.166782,0.04740602,-1,-1,-1
12,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1186696,1.167151,0.0473354,-1,-1,-1
13,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1180729,1.167512,0.04729222,-1,-1,-1
14,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1175153,1.167967,0.04719236,-1,-1,-1
15,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1169518,1.168381,0.04717762,-1,-1,-1
16,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1163105,1.168784,0.04725825,-1,-1,-1
17,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1155661,1.16925,0.04746073,-1,-1,-1
18,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1147086,1.169858,0.04788853,-1,-1,-1
19,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1136844,1.170499,0.04853329,-1,-1,-1
20,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1123023,1.171448,0.04969603,-1,-1,-1
21,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1103233,1.172789,0.05187755,-1,-1,-1
22,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1077417,1.174367,0.05519144,-1,-1,-1
23,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1042802,1.175844,0.05850406,-1,-1,-1
24,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.1006745,1.176993,0.06204526,-1,-1,-1
25,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.09611308,1.177808,0.06583422,-1,-1,-1
26,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.09163614,1.178726,0.06913072,-1,-1,-1
27,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.09080957,1.178517,0.06851842,-1,-1,-1
28,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.08585633,1.17966,0.07174175,-1,-1,-1
29,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.07978375,1.180883,0.07427721,-1,-1,-1
30,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.07374076,1.182086,0.07651056,-1,-1,-1
31,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.06766208,1.183109,0.07828805,-1,-1,-1
32,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.06180427,1.184049,0.07909632,-1,-1,-1
33,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.05614128,1.184597,0.08003529,-1,-1,-1
34,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.05034415,1.185241,0.08093446,-1,-1,-1
35,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.05063315,1.184865,0.08015479,-1,-1,-1
36,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0.04548489,1.185685,0.08031499,-1,-1,-1
37,null,null,null,null,null,null,null,null,null,null,null,null,0,0.01410686,1.182985,0.08779228,0,0.07714254,1.188383,0.07288021,False,False,0.04078127,1.18577,0.08035751,-1,-1,-1
