Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-0.2901276,1.27283,1.569058,-1,1.926962,0
-0.2603514,1.276109,1.574746,-1,1.926962,0
-0.2896605,1.272927,1.569151,0,1.941834,0
-0.2598857,1.276207,1.574839,-1,1.941834,0
-0.2838052,1.280436,1.57094,0,1.949779,0
-0.24819,1.284377,1.577746,0,1.949779,0
-0.2820888,1.275612,1.570779,0,1.964021,0
-0.2464251,1.27935,1.577573,0,1.964021,0
-0.2524511,1.276698,1.576228,0,1.97827,0
-0.2228145,1.279816,1.581875,0,1.97827,0
-0.2526287,1.275863,1.576114,0,1.994354,0
-0.2229861,1.278994,1.581764,0,1.994354,0
-0.2527037,1.281445,1.576646,0,2.018875,0
-0.2231086,1.284564,1.582286,0,2.018875,0
-0.2595876,1.285914,1.575842,0,2.034796,0
-0.2300337,1.289116,1.581482,0,2.034796,0
-0.2701035,1.291654,1.574507,0,2.04732,0
-0.2346385,1.295547,1.58128,0,2.04732,0
-0.2712583,1.291575,1.574291,0,2.062951,0
-0.2357917,1.29546,1.581064,0,2.062951,0
-0.2725228,1.291444,1.57405,0,2.076211,0
-0.2370559,1.29533,1.580823,0,2.076211,0
-0.2716613,1.293688,1.574425,0,2.091201,0
-0.2362207,1.297599,1.581285,0,2.091201,0
-0.2784734,1.29247,1.573077,0,2.108262,0
-0.2370482,1.296962,1.580984,0,2.108262,0
-0.2791182,1.292562,1.57297,0,2.130339,0
-0.2376933,1.297041,1.580876,0,2.130339,0
-0.2778212,1.293484,1.573294,0,2.136287,0
-0.2364262,1.298054,1.58139,0,2.136287,0
-0.2780525,1.293689,1.573272,0,2.149578,0
-0.2366642,1.298268,1.581416,0,2.149578,0
-0.278285,1.293895,1.573251,0,2.16568,0
-0.2369036,1.298482,1.581441,0,2.16568,0
-0.2810737,1.28843,1.572214,0,2.181799,0
-0.2455032,1.292317,1.579006,0,2.181799,0
-0.2754503,1.296628,1.574283,0,2.193382,0
-0.2461019,1.300009,1.580341,0,2.193382,0
-0.2759418,1.29561,1.573885,0,2.206634,0
-0.2465764,1.298945,1.579932,0,2.206634,0
-0.2758651,1.295766,1.573946,0,2.22148,0
-0.2465008,1.299087,1.579988,0,2.22148,0
-0.2758446,1.296118,1.574058,0,2.23545,0
-0.2464851,1.299433,1.580098,0,2.23545,0
-0.2753667,1.289431,1.573341,0,2.249541,0
-0.2577921,1.291307,1.576692,0,2.249541,0
-0.2838086,1.297585,1.573151,0,2.264139,0
-0.2663805,1.299576,1.576743,0,2.264139,0
-0.2843189,1.297911,1.573164,0,2.278598,0
-0.2668945,1.299914,1.57676,0,2.278598,0
-0.2854468,1.298349,1.573107,0,2.292125,0
-0.2680297,1.300356,1.576702,0,2.292125,0
-0.2865724,1.298786,1.57305,0,2.307554,0
-0.2691624,1.300797,1.576645,0,2.307554,0
-0.2650201,1.284209,1.574696,0,2.323173,0
-0.2354746,1.2874,1.580334,0,2.323173,0
-0.2632804,1.282687,1.57486,0,2.336661,0
-0.2337201,1.285847,1.580498,0,2.336661,0
-0.264142,1.295994,1.576019,0,2.348414,0
