frameCount, left Gaze point world position x, left Gaze point world position y, left Gaze point world position z, left Gaze point gazeTime, left Gaze point hit layer, leftEyeHitObject,right Gaze point world position x, right Gaze point world position y, right Gaze point world position z, right Gaze point gazeTime, right Gaze point hit layer, rightEyeHitObject,left eye open confidence, left eye position x, left eye position y, left eye position z, right eye open confidence, right eye position x, right eye position y, right eye position z, isConjugate, isFixational,headCameraPosition.x, headCameraPosition.y, headCameraPosition.z,head angular speed, left eye angular speed, right eye angular speed
1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
2,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09380257,1.1484,0.09097767,-1,-1,-1
4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09372946,1.148332,0.09124777,-1,-1,-1
5,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09364802,1.148314,0.09132,-1,-1,-1
6,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09362946,1.148341,0.09129,-1,-1,-1
7,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09364623,1.148369,0.09125024,-1,-1,-1
8,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09365696,1.148396,0.09120017,-1,-1,-1
9,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09364354,1.148397,0.09116715,-1,-1,-1
10,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09362018,1.148361,0.09112504,-1,-1,-1
11,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.0935432,1.148312,0.09108903,-1,-1,-1
12,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09345419,1.148289,0.09105647,-1,-1,-1
13,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09340071,1.148239,0.09100854,-1,-1,-1
14,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.0933892,1.148221,0.09098961,-1,-1,-1
15,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09341753,1.148233,0.09100769,-1,-1,-1
16,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09340615,1.148287,0.09103971,-1,-1,-1
17,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09339735,1.148277,0.09110083,-1,-1,-1
18,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09340343,1.148213,0.09115937,-1,-1,-1
19,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09348474,1.148153,0.09121742,-1,-1,-1
20,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.09355478,1.148157,0.09130201,-1,-1,-1
21,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1248287,1.140533,0.09585424,0,-0.06231492,1.155853,0.08678031,False,False,-0.09365579,1.14824,0.09139226,-1,-1,-1
22,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.124884,1.140611,0.09586979,0,-0.06238087,1.155986,0.08681539,False,False,-0.09364825,1.148332,0.09139025,-1,-1,-1
23,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1248827,1.140631,0.0959273,0,-0.06238677,1.156024,0.08685314,False,False,-0.09367912,1.14832,0.09147314,-1,-1,-1
24,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1249123,1.140635,0.09603944,0,-0.06241721,1.155978,0.08687618,False,False,-0.09367511,1.148261,0.09142125,-1,-1,-1
25,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1249152,1.140616,0.09598584,0,-0.06240821,1.155914,0.08682831,False,False,-0.09362006,1.148236,0.09137334,-1,-1,-1
26,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1248728,1.140559,0.09595253,0,-0.0623759,1.15591,0.08681542,False,False,-0.09369338,1.148207,0.09141416,-1,-1,-1
27,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1249454,1.140568,0.09595434,0,-0.06242438,1.155848,0.08686318,False,False,-0.09357846,1.148102,0.09135994,-1,-1,-1
28,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1248273,1.140445,0.09589989,0,-0.06231154,1.15576,0.08683063,False,False,-0.0935149,1.14797,0.0915245,-1,-1,-1
29,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1247829,1.140362,0.09605139,0,-0.06223826,1.155572,0.08700473,False,False,-0.09334575,1.147637,0.09164375,-1,-1,-1
30,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1246315,1.140103,0.09615802,0,-0.06203453,1.155115,0.08714417,False,False,-0.093307,1.146748,0.09179138,-1,-1,-1
31,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1247104,1.138176,0.09621033,0,-0.06198098,1.152815,0.08750934,False,False,-0.09332873,1.141776,0.09232613,-1,-1,-1
32,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1247268,1.13426,0.0965635,0,-0.06182826,1.148393,0.08825579,False,False,-0.09255163,1.138734,0.09259798,-1,-1,-1
33,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.1242268,1.131824,0.0963769,0,-0.06096383,1.144833,0.08905882,False,False,-0.09220169,1.13449,0.0930082,-1,-1,-1
