FrameCount,frameTime,Global Position X,Global Position Y,Global Position Z,fixationID,LayerNumber,Hit object name
251,5.245526,-0.08703366,1.386127,1.668767,-1,0,Sphere
251,5.245526,-0.1086161,1.380785,1.652741,-1,0,Sphere
252,5.260661,-0.08837587,1.385073,1.6675,0,0,Sphere
252,5.260661,-0.109875,1.379767,1.651542,-1,0,Sphere
253,5.267681,-0.08889803,1.38496,1.667119,0,0,Sphere
253,5.267681,-0.1103726,1.379663,1.65118,0,0,Sphere
254,5.281048,-0.1021865,1.391455,1.660907,0,0,Sphere
254,5.281048,-0.1233325,1.386426,1.646795,0,0,Sphere
255,5.297004,-0.102433,1.391946,1.660931,0,0,Sphere
255,5.297004,-0.12359,1.386901,1.646854,0,0,Sphere
256,5.309882,-0.1031228,1.400297,1.66493,0,0,Sphere
256,5.309882,-0.1245002,1.394834,1.649137,0,0,Sphere
257,5.321962,-0.1033616,1.400181,1.664698,0,0,Sphere
257,5.321962,-0.1247362,1.394747,1.649015,0,0,Sphere
258,5.335878,-0.1064921,1.400484,1.66282,0,0,Sphere
258,5.335878,-0.1277812,1.395218,1.64796,0,0,Sphere
259,5.351418,-0.1075811,1.40187,1.662991,0,0,Sphere
259,5.351418,-0.1288928,1.396619,1.648217,0,0,Sphere
260,5.365557,-0.1103007,1.402301,1.661467,0,0,Sphere
260,5.365557,-0.1315497,1.397186,1.647518,0,0,Sphere
261,5.377002,-0.1066823,1.372049,1.650734,0,0,Sphere
261,5.377002,-0.1272024,1.367614,1.638954,0,0,Sphere
262,5.39042,-0.1078868,1.374605,1.650906,0,0,Sphere
262,5.39042,-0.1284342,1.370162,1.639328,0,0,Sphere
263,5.404893,-0.1007284,1.379149,1.657257,0,0,Sphere
263,5.404893,-0.1216139,1.374237,1.643369,0,0,Sphere
264,5.418325,-0.1013404,1.382634,1.658162,0,0,Sphere
264,5.418325,-0.1222932,1.377657,1.644253,0,0,Sphere
265,5.431999,-0.1006401,1.386728,1.660146,0,0,Sphere
265,5.431999,-0.1217197,1.381604,1.645805,0,0,Sphere
266,5.448302,-0.09632778,1.377469,1.65949,0,0,Sphere
266,5.448302,-0.1173013,1.372299,1.644406,0,0,Sphere
267,5.461842,-0.09614711,1.379592,1.660401,0,0,Sphere
267,5.461842,-0.1171889,1.374358,1.645142,0,0,Sphere
268,5.473994,-0.08004461,1.387169,1.673699,0,0,Sphere
268,5.473994,-0.1019955,1.381614,1.657354,0,0,Sphere
269,5.487322,-0.07888213,1.392766,1.676546,0,0,Sphere
269,5.487322,-0.1010491,1.387111,1.660024,0,0,Sphere
270,5.501487,-0.07843593,1.400058,1.681125,0,0,Sphere
270,5.501487,-0.1008724,1.393945,1.662692,0,0,Sphere
271,5.515835,-0.04039121,1.45467,1.746924,0,0,Sphere
271,5.515835,-0.06726557,1.445375,1.717701,0,0,Sphere
272,5.529004,-0.04236475,1.462791,1.750977,1,0,Sphere
272,5.529004,-0.0695006,1.453239,1.721283,0,0,Sphere
273,5.542854,-0.03921071,1.481106,1.771352,1,0,Sphere
273,5.542854,-0.06764561,1.469296,1.732851,1,0,Sphere
274,5.556865,-0.03823933,1.493711,1.786716,1,0,Sphere
274,5.556865,-0.06760919,1.48002,1.741071,1,0,Sphere
275,5.570611,-0.03731033,1.495356,1.789578,1,0,Sphere
275,5.570611,-0.06686294,1.481367,1.74291,1,0,Sphere
276,5.584792,-0.03652731,1.501709,1.797635,1,0,Sphere
276,5.584792,-0.06658956,1.487083,1.749016,1,0,Sphere
277,5.601104,-0.03496066,1.507305,1.805669,1,0,Sphere
277,5.601104,-0.06555119,1.492322,1.756111,1,0,Sphere
278,5.615172,-0.0425078,1.513711,1.80494,1,0,Sphere
278,5.615172,-0.07292232,1.498689,1.755983,1,0,Sphere
279,5.626086,-0.03923956,1.516433,1.811508,1,0,Sphere
279,5.626086,-0.07012102,1.501068,1.761301,1,0,Sphere
280,5.641799,-0.03718111,1.493603,1.787724,1,0,Sphere
280,5.641799,-0.06666517,1.479811,1.741502,1,0,Sphere
281,5.657472,-0.03545082,1.495144,1.791325,1,0,Sphere
281,5.657472,-0.06518608,1.480994,1.743674,1,0,Sphere
282,5.667825,-0.03430274,1.496229,1.793785,1,0,Sphere
