fixation number, world centroid position x, world centroid position y , world centroid position z, centroid time, fixation duration
0,-0.2230952,1.197048,1.575073,2.955889,0.3933024
1,-0.2859538,1.121132,1.574327,3.821808,1.281751
2,-0.3157436,1.149322,1.590024,6.292558,3.603072
3,-0.3165212,1.149615,1.567985,9.132619,2.019804
