Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-0.2501087,1.183894,1.570694,-1,2.753508,0
-0.2044111,1.180386,1.579147,-1,2.753508,0
-0.2495553,1.184484,1.570725,0,2.770284,0
-0.2038575,1.18098,1.579178,-1,2.770284,0
-0.249438,1.185059,1.570682,0,2.779553,0
-0.2037426,1.181551,1.579132,0,2.779553,0
-0.2492011,1.185501,1.570674,0,2.791251,0
-0.203506,1.181998,1.579123,0,2.791251,0
-0.2496363,1.186814,1.570451,0,2.808147,0
-0.2039436,1.183323,1.578891,0,2.808147,0
-0.249533,1.187288,1.570416,0,2.8231,0
-0.203841,1.1838,1.578854,0,2.8231,0
-0.2494303,1.187759,1.570382,0,2.836002,0
-0.2037389,1.184273,1.578817,0,2.836002,0
-0.2603522,1.198689,1.567245,0,2.849535,0
-0.2147137,1.195208,1.57564,0,2.849535,0
-0.2617227,1.186631,1.568351,0,2.865593,0
-0.2160612,1.183099,1.576756,0,2.865593,0
-0.2633659,1.188347,1.567871,0,2.880308,0
-0.2177144,1.184799,1.576276,0,2.880308,0
-0.2630541,1.188908,1.567863,0,2.899302,0
-0.2174029,1.185359,1.576268,0,2.899302,0
-0.2633221,1.189253,1.567778,0,2.907885,0
-0.2176728,1.1857,1.576183,0,2.907885,0
-0.2635909,1.189575,1.567695,0,2.932753,0
-0.2179434,1.186016,1.5761,0,2.932753,0
-0.2610641,1.194489,1.56759,0,2.938219,0
-0.2154315,1.190884,1.575997,0,2.938219,0
-0.2465449,1.196147,1.569951,0,2.952485,0
-0.200882,1.192544,1.578371,0,2.952485,0
-0.2459449,1.200138,1.56969,0,2.967944,0
-0.2002988,1.196464,1.578029,0,2.967944,0
-0.2455505,1.202188,1.569969,0,2.981728,0
-0.1999121,1.198378,1.577883,0,2.981728,0
-0.245153,1.204255,1.57025,0,2.99608,0
-0.1995235,1.200338,1.57785,0,2.99608,0
-0.2427876,1.210915,1.571347,0,3.008184,0
-0.1971996,1.206959,1.578936,0,3.008184,0
-0.2389054,1.214331,1.572378,0,3.023052,0
-0.1933346,1.210482,1.580383,0,3.023052,0
-0.243557,1.20541,1.570648,0,3.03684,0
-0.197949,1.2014,1.578235,0,3.03684,0
-0.2424192,1.208508,1.571165,0,3.050421,0
-0.1968277,1.204493,1.578748,0,3.050421,0
-0.241273,1.211626,1.571686,0,3.065264,0
-0.195698,1.207606,1.579265,0,3.065264,0
-0.2234384,1.212902,1.574944,0,3.079315,0
