frameCount, left Gaze point world position x, left Gaze point world position y, left Gaze point world position z, left Gaze point gazeTime, left Gaze point hit layer, leftEyeHitObject,right Gaze point world position x, right Gaze point world position y, right Gaze point world position z, right Gaze point gazeTime, right Gaze point hit layer, rightEyeHitObject,left eye open confidence, left eye position x, left eye position y, left eye position z, right eye open confidence, right eye position x, right eye position y, right eye position z, isConjugate, isFixational,headCameraPosition.x, headCameraPosition.y, headCameraPosition.z,head angular speed, left eye angular speed, right eye angular speed
1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,0,0.483,0,-1,-1,-1
2,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,0,0.483,0,-1,-1,-1
3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01811925,1.650584,0.1002221,-1,-1,-1
4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01730962,1.65108,0.09949117,-1,-1,-1
5,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01687513,1.650826,0.09946109,-1,-1,-1
6,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01677744,1.65099,0.09959318,-1,-1,-1
7,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01665298,1.651069,0.09958749,-1,-1,-1
8,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01651954,1.651123,0.09955832,-1,-1,-1
9,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.016387,1.651176,0.09952936,-1,-1,-1
10,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01655069,1.651549,0.09976614,-1,-1,-1
11,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01656903,1.651654,0.09971106,-1,-1,-1
12,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01652564,1.651767,0.09969664,-1,-1,-1
13,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01647033,1.65187,0.09968709,-1,-1,-1
14,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01641524,1.651971,0.09967757,-1,-1,-1
15,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01691867,1.652686,0.09976196,-1,-1,-1
16,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.0170114,1.652932,0.09977239,-1,-1,-1
17,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01706317,1.653111,0.09976617,-1,-1,-1
18,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.483,0,0,0,0.483,0,False,False,-0.01711485,1.653303,0.09975974,-1,-1,-1
19,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04954853,1.65315,0.09769016,0,0.01531882,1.653455,0.1018294,False,False,-0.0171663,1.653494,0.09975336,-1,-1,-1
20,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04978603,1.65302,0.09743658,0,0.01507519,1.653219,0.1016771,False,False,-0.01753259,1.65319,0.09957857,-1,-1,-1
21,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.0499588,1.653073,0.09742571,0,0.01489684,1.653312,0.1017487,False,False,-0.01775358,1.653423,0.09955769,-1,-1,-1
22,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.0501785,1.653291,0.09735375,0,0.01467133,1.653555,0.1017616,False,False,-0.01786603,1.653538,0.09953725,-1,-1,-1
23,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05028942,1.6534,0.09731119,0,0.01455735,1.653675,0.1017633,False,False,-0.01797447,1.653651,0.09954114,-1,-1,-1
24,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05017032,1.653193,0.09761751,0,0.01468035,1.653612,0.1020011,False,False,-0.017795,1.653414,0.0998256,-1,-1,-1
25,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05022056,1.653191,0.09763844,0,0.01463055,1.653637,0.1020127,False,False,-0.017679,1.653156,0.09981325,-1,-1,-1
26,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05010032,1.652955,0.09766628,0,0.0147561,1.653342,0.1019668,False,False,-0.01774067,1.653105,0.09985233,-1,-1,-1
27,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05016935,1.652899,0.09771033,0,0.014688,1.653312,0.1019944,False,False,-0.01777556,1.653086,0.09986995,-1,-1,-1
28,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05020446,1.652872,0.09773207,0,0.01465334,1.653299,0.1020078,False,False,-0.01781048,1.653066,0.09988759,-1,-1,-1
29,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05022707,1.652843,0.09774573,0,0.0146311,1.653273,0.1020158,False,False,-0.01752101,1.653357,0.09982608,-1,-1,-1
30,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04995262,1.653183,0.09772611,0,0.01491061,1.653531,0.101926,False,False,-0.01743766,1.653519,0.09972057,-1,-1,-1
31,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04987026,1.653389,0.09764171,0,0.0149978,1.653656,0.1017726,False,False,-0.01740135,1.6536,0.09966694,-1,-1,-1
32,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04983617,1.653481,0.09761314,0,0.01503347,1.653718,0.1017207,False,False,-0.01737033,1.65367,0.09963915,-1,-1,-1
33,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04980613,1.653563,0.09760005,0,0.01506546,1.653776,0.1016783,False,False,-0.01733918,1.65374,0.09961123,-1,-1,-1
34,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04978088,1.653648,0.09756484,0,0.01509186,1.653835,0.1016258,False,False,-0.01737982,1.653872,0.09951626,-1,-1,-1
35,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04981577,1.653722,0.09748241,0,0.01505613,1.654022,0.1015501,False,False,-0.01742155,1.653838,0.09951743,-1,-1,-1
36,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04985548,1.653631,0.09744333,0,0.015011,1.654017,0.1015894,False,False,-0.01741438,1.653774,0.09947135,-1,-1,-1
37,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.0498465,1.653555,0.09738339,0,0.01501774,1.653992,0.1015593,False,False,-0.01741311,1.653805,0.09943955,-1,-1,-1
38,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04984487,1.653572,0.09734753,0,0.01501865,1.654037,0.1015316,False,False,-0.01741183,1.653836,0.09940758,-1,-1,-1
39,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04984322,1.653588,0.09731147,0,0.01501957,1.654083,0.1015037,False,False,-0.01756409,1.653044,0.09923204,-1,-1,-1
40,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.04999373,1.652851,0.09710352,0,0.01486556,1.653237,0.1013605,False,False,-0.01769915,1.65293,0.09924443,-1,-1,-1
41,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05015449,1.65281,0.09709296,0,0.01469879,1.653098,0.1014482,False,False,-0.01782125,1.652873,0.09926433,-1,-1,-1
42,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05024612,1.652742,0.09705956,0,0.01460361,1.653004,0.1014691,False,False,-0.01789509,1.652773,0.09923702,-1,-1,-1
43,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05031854,1.652656,0.09701061,0,0.01452835,1.652891,0.1014634,False,False,-0.01796911,1.652673,0.09920964,-1,-1,-1
44,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05039109,1.652569,0.0969616,0,0.01445287,1.652777,0.1014577,False,False,-0.01824253,1.652904,0.09951607,-1,-1,-1
45,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05065486,1.652754,0.09713525,0,0.0141698,1.653053,0.1018969,False,False,-0.01835013,1.652857,0.09954427,-1,-1,-1
46,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05075348,1.652683,0.09714124,0,0.01406695,1.652966,0.101961,False,False,-0.01834734,1.652558,0.09957032,-1,-1,-1
47,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05075766,1.652408,0.09716222,0,0.01406298,1.652708,0.1019783,False,False,-0.01843401,1.652464,0.099598,-1,-1,-1
48,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05084215,1.652316,0.09716068,0,0.01397412,1.652613,0.1020353,False,False,-0.01851991,1.652372,0.09962542,-1,-1,-1
49,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05078486,1.65221,0.09722935,0,0.01403882,1.65252,0.1020036,False,False,-0.01859695,1.65227,0.0996417,-1,-1,-1
50,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05084935,1.652104,0.09723245,0,0.01397118,1.652413,0.1020493,False,False,-0.01849198,1.652151,0.09967402,-1,-1,-1
51,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05090172,1.65199,0.09725887,0,0.01391774,1.652313,0.1020892,False,False,-0.01857859,1.652009,0.09978651,-1,-1,-1
52,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05098751,1.651828,0.097362,0,0.01383035,1.65219,0.102211,False,False,-0.01873442,1.651911,0.09983817,-1,-1,-1
53,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05113943,1.651704,0.09736376,0,0.01367059,1.652119,0.1023126,False,False,-0.01882432,1.651802,0.09988336,-1,-1,-1
54,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05122769,1.651582,0.09738859,0,0.01357904,1.652021,0.1023781,False,False,-0.01891486,1.651691,0.09992886,-1,-1,-1
55,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05131655,1.65146,0.09741364,0,0.01348684,1.651923,0.1024441,False,False,-0.02326703,1.652522,0.09940074,-1,-1,-1
56,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05557792,1.652009,0.09593764,0,0.009043846,1.653036,0.1028639,False,False,-0.02448282,1.652664,0.09929521,-1,-1,-1
57,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05835676,1.65246,0.09485996,0,0.006014485,1.653492,0.1038196,False,False,-0.0287369,1.653243,0.0991293,-1,-1,-1
58,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06081037,1.652715,0.09390789,0,0.003336566,1.653771,0.1043508,False,False,-0.03094758,1.653533,0.09897914,-1,-1,-1
59,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06293797,1.652962,0.09327486,0,0.001042818,1.654104,0.1046834,False,False,-0.03317943,1.653826,0.09882735,-1,-1,-1
60,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06507897,1.653211,0.0926394,0,-0.00127989,1.654441,0.1050153,False,False,-0.03898493,1.65271,0.09728286,-1,-1,-1
61,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.07019613,1.652182,0.08823673,0,-0.007773715,1.653237,0.106329,False,False,-0.04231296,1.652648,0.09673758,-1,-1,-1
