Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-1.588263,-1,4.256409,-1,6.015613,0
-1.610729,-1,4.242938,-1,6.015613,0
-1.591533,-1,4.295065,0,6.0314,0
-1.614497,-1,4.28108,-1,6.0314,0
-1.594806,-1,4.31876,0,6.039824,0
-1.618131,-1,4.304583,0,6.039824,0
-1.598105,-1,4.342653,0,6.053274,0
-1.621793,-1,4.328278,0,6.053274,0
-1.623208,-1,4.378827,0,6.06699,0
-1.630445,-1,4.374432,0,6.06699,0
-1.633647,-1,4.366908,0,6.082399,0
-1.640662,-1,4.362474,0,6.082399,0
-1.625226,-1,4.412441,0,6.095208,0
-1.632664,-1,4.407558,0,6.095208,0
-1.627589,-1,4.441588,0,6.107879,0
-1.635338,-1,4.436427,0,6.107879,0
-1.578127,-1,4.505678,0,6.134369,0
-1.620897,-1,4.476799,0,6.134369,0
-1.534492,-1,4.428913,0,6.150934,0
-1.57583,-1,4.401191,0,6.150934,0
-1.503622,-1,4.451216,0,6.163378,0
-1.544984,-1,4.422965,0,6.163378,0
-1.498058,-1,4.494707,0,6.176238,0
-1.540073,-1,4.465658,0,6.176238,0
-1.491193,-1,4.508608,0,6.190382,0
-1.533358,-1,4.479177,0,6.190382,0
-1.486473,-1,4.590778,0,6.204364,0
-1.529991,-1,4.559884,0,6.204364,0
-1.484895,-1,4.622845,0,6.218124,0
-1.529594,-1,4.593247,0,6.218124,0
-1.479448,-1,4.639942,0,6.232043,0
-1.524493,-1,4.610284,0,6.232043,0
-1.487205,-1,4.645084,0,6.24622,0
-1.532526,-1,4.615807,0,6.24622,0
-1.484763,-1,4.659961,0,6.260171,0
-1.530425,-1,4.630725,0,6.260171,0
-1.537862,-1,4.710579,0,6.28722,0
-1.602634,-1,4.669191,0,6.28722,0
-1.550025,-1,4.687466,0,6.302886,0
-1.59611,-1,4.658056,0,6.302886,0
-1.54657,-1,4.670184,0,6.315285,0
-1.592226,-1,4.640675,0,6.315285,0
-1.544244,-1,4.670377,0,6.328882,0
-1.58991,-1,4.640898,0,6.328882,0
-1.541931,-1,4.670568,0,6.343197,0
