FrameCount, FrameTime, validExpressions,BrowLowererL, BrowLowererR, CheekPuffL, CheekPuffR, CheekRaiserL, CheekRaiserR, CheekSuckL, CheekSuckR, ChinRaiserB, ChinRaiserT, DimplerL, DimplerR, EyesClosedL, EyesClosedR, EyesLookDownL, EyesLookDownR, EyesLookLeftL, EyesLookLeftR, EyesLookRightL, EyesLookRightR, EyesLookUpL, EyesLookUpR, InnerBrowRaiserL, InnerBrowRaiserR, JawDrop, JawSidewaysLeft, JawSidewaysRight, JawThrust, LidTightenerL, LidTightenerR, LipCornerDepressorL, LipCornerDepressorR, LipCornerPullerL, LipCornerPullerR, LipFunnelerLB, LipFunnelerLT, LipFunnelerRB, LipFunnelerRT, LipPressorL, LipPressorR, LipPuckerL, LipPuckerR, LipStretcherL, LipStretcherR, LipSuckLB, LipSuckLT, LipSuckRB, LipSuckRT, LipTightenerL, LipTightenerR, LipsToward, LowerLipDepressorL, LowerLipDepressorR, MouthLeft, MouthRight, NoseWrinklerL, NoseWrinklerR, OuterBrowRaiserL, OuterBrowRaiserR, UpperLidRaiserL, UpperLidRaiserR, UpperLipRaiserL, UpperLipRaiserR, Max,UpperFaceConfidence, LowerFaceConfidence
1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
2,0.02,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
3,0.3533334,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
4,0.388603,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
5,0.399978,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
6,0.4074358,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
7,0.4195977,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
8,0.4377998,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
9,0.4501086,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
10,0.4625683,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
11,0.4893484,True,,2.029088E-08,6.705466E-09,0.1356954,0.1145022,0.4002163,0.345378,0,0,0.1454724,0.2304323,0.004783668,0.01073154,3.087163E-09,0,3.250453E-09,1.632906E-10,0.05726294,0.09878736,0,0,0,0,0.02451077,0.0236912,0.03205935,0.1790061,0.2006681,0.1419573,0.05663533,0.05869397,0.03034047,0.0494228,0.1159608,0.1466827,0.0704246,0.1167662,0.06105147,0.1061636,6.746406E-14,0,0.05187922,0.05117805,0.1298748,0.1529615,0.1313508,0.06078808,0.1103055,0.0724308,0.05783412,0.07106777,0.140232,0.1140024,0.06960372,0.08825074,0.07154833,0.1019623,0.1140934,0.004366732,0.02977844,0,0,0.1758737,0.3120273,1,0
12,0.529793,True,,1.387178E-08,0.0001837819,0.1455076,0.1266424,0.4324345,0.3538558,0,0,0.1512849,0.2402729,0.001211665,0.01067076,1.533346E-09,0,1.614455E-09,8.110855E-11,0.05726147,0.08642186,0,0,0,0,0.02786029,0.02498295,0.03198934,0.2000256,0.2021569,0.1387652,0.1126294,0.05944283,0.0351123,0.04308075,0.1103541,0.1428596,0.06310657,0.1266846,0.06141178,0.1162556,3.351052E-14,0,0.05689153,0.05660884,0.1351616,0.1703537,0.1303694,0.06908303,0.1160232,0.08846351,0.05047182,0.0740696,0.1407915,0.1063104,0.06639592,0.09476956,0.06657508,0.1186227,0.1238402,0.005984121,0.03217933,0,0,0.1734948,0.3081035,1,0
13,0.5463532,True,,1.387178E-08,0.0001837819,0.1455076,0.1266424,0.4324345,0.3538558,0,0,0.1512849,0.2402729,0.001211665,0.01067076,1.533346E-09,0,1.614455E-09,8.110855E-11,0.05726147,0.08642186,0,0,0,0,0.02786029,0.02498295,0.03198934,0.2000256,0.2021569,0.1387652,0.1126294,0.05944283,0.0351123,0.04308075,0.1103541,0.1428596,0.06310657,0.1266846,0.06141178,0.1162556,3.351052E-14,0,0.05689153,0.05660884,0.1351616,0.1703537,0.1303694,0.06908303,0.1160232,0.08846351,0.05047182,0.0740696,0.1407915,0.1063104,0.06639592,0.09476956,0.06657508,0.1186227,0.1238402,0.005984121,0.03217933,0,0,0.1734948,0.3081035,1,0
14,0.5590022,True,,1.387178E-08,0.0001837819,0.1455076,0.1266424,0.4324345,0.3538558,0,0,0.1512849,0.2402729,0.001211665,0.01067076,1.533346E-09,0,1.614455E-09,8.110855E-11,0.05726147,0.08642186,0,0,0,0,0.02786029,0.02498295,0.03198934,0.2000256,0.2021569,0.1387652,0.1126294,0.05944283,0.0351123,0.04308075,0.1103541,0.1428596,0.06310657,0.1266846,0.06141178,0.1162556,3.351052E-14,0,0.05689153,0.05660884,0.1351616,0.1703537,0.1303694,0.06908303,0.1160232,0.08846351,0.05047182,0.0740696,0.1407915,0.1063104,0.06639592,0.09476956,0.06657508,0.1186227,0.1238402,0.005984121,0.03217933,0,0,0.1734948,0.3081035,1,0
15,0.5726212,True,,1.387178E-08,0.0001837819,0.1455076,0.1266424,0.4324345,0.3538558,0,0,0.1512849,0.2402729,0.001211665,0.01067076,1.533346E-09,0,1.614455E-09,8.110855E-11,0.05726147,0.08642186,0,0,0,0,0.02786029,0.02498295,0.03198934,0.2000256,0.2021569,0.1387652,0.1126294,0.05944283,0.0351123,0.04308075,0.1103541,0.1428596,0.06310657,0.1266846,0.06141178,0.1162556,3.351052E-14,0,0.05689153,0.05660884,0.1351616,0.1703537,0.1303694,0.06908303,0.1160232,0.08846351,0.05047182,0.0740696,0.1407915,0.1063104,0.06639592,0.09476956,0.06657508,0.1186227,0.1238402,0.005984121,0.03217933,0,0,0.1734948,0.3081035,1,0
16,0.6019278,True,,1.146959E-08,0.0001517739,0.1398675,0.1203442,0.4227806,0.328984,0,0,0.1574664,0.2336064,0.0006568684,0.01065992,1.080648E-09,3.469447E-18,1.137811E-09,5.716362E-11,0.07078537,0.09151176,0,0,0,0,0.02777806,0.02543693,0.02605871,0.1864165,0.1924677,0.1130242,0.1060568,0.05239374,0.04809702,0.04935247,0.1080947,0.1401086,0.05857047,0.119331,0.0588565,0.110699,2.361758E-14,0,0.05550263,0.05015148,0.1731785,0.215562,0.1210394,0.06652462,0.1096476,0.08269316,0.04766401,0.06991547,0.1358771,0.1212832,0.107437,0.08483024,0.06554196,0.1253447,0.1264062,0.004771474,0.03188033,0,0,0.1759731,0.3313547,1,0
17,0.6218628,True,,9.483363E-09,0.0001253663,0.1277691,0.11605,0.3965127,0.3046227,0,0,0.1672149,0.2498428,0.0003709247,0.01065394,7.61602E-10,0,8.018896E-10,4.028759E-11,0.06955586,0.09243894,0,0,0,0,0.02771077,0.02580061,0.02355996,0.1827037,0.151641,0.08037778,0.09026515,0.04890529,0.06886069,0.05928254,0.08203159,0.1229984,0.05623801,0.1060454,0.05711498,0.1061729,1.664516E-14,0,0.04899723,0.04683919,0.1794421,0.2221592,0.1103086,0.0426546,0.08156992,0.06419004,0.0395653,0.06755479,0.1194687,0.125581,0.1067082,0.08003355,0.04150227,0.1352396,0.1348778,0.003828183,0.02909132,0,0,0.1728493,0.3103615,1,0
18,0.6316125,True,,9.483363E-09,0.0001253663,0.1277691,0.11605,0.3965127,0.3046227,0,0,0.1672149,0.2498428,0.0003709247,0.01065394,7.61602E-10,0,8.018896E-10,4.028759E-11,0.06955586,0.09243894,0,0,0,0,0.02771077,0.02580061,0.02355996,0.1827037,0.151641,0.08037778,0.09026515,0.04890529,0.06886069,0.05928254,0.08203159,0.1229984,0.05623801,0.1060454,0.05711498,0.1061729,1.664516E-14,0,0.04899723,0.04683919,0.1794421,0.2221592,0.1103086,0.0426546,0.08156992,0.06419004,0.0395653,0.06755479,0.1194687,0.125581,0.1067082,0.08003355,0.04150227,0.1352396,0.1348778,0.003828183,0.02909132,0,0,0.1728493,0.3103615,1,0
19,0.6435046,True,,9.483363E-09,0.0001253663,0.1277691,0.11605,0.3965127,0.3046227,0,0,0.1672149,0.2498428,0.0003709247,0.01065394,7.61602E-10,0,8.018896E-10,4.028759E-11,0.06955586,0.09243894,0,0,0,0,0.02771077,0.02580061,0.02355996,0.1827037,0.151641,0.08037778,0.09026515,0.04890529,0.06886069,0.05928254,0.08203159,0.1229984,0.05623801,0.1060454,0.05711498,0.1061729,1.664516E-14,0,0.04899723,0.04683919,0.1794421,0.2221592,0.1103086,0.0426546,0.08156992,0.06419004,0.0395653,0.06755479,0.1194687,0.125581,0.1067082,0.08003355,0.04150227,0.1352396,0.1348778,0.003828183,0.02909132,0,0,0.1728493,0.3103615,1,0
20,0.6624005,True,,9.483363E-09,0.0001253663,0.1277691,0.11605,0.3965127,0.3046227,0,0,0.1672149,0.2498428,0.0003709247,0.01065394,7.61602E-10,0,8.018896E-10,4.028759E-11,0.06955586,0.09243894,0,0,0,0,0.02771077,0.02580061,0.02355996,0.1827037,0.151641,0.08037778,0.09026515,0.04890529,0.06886069,0.05928254,0.08203159,0.1229984,0.05623801,0.1060454,0.05711498,0.1061729,1.664516E-14,0,0.04899723,0.04683919,0.1794421,0.2221592,0.1103086,0.0426546,0.08156992,0.06419004,0.0395653,0.06755479,0.1194687,0.125581,0.1067082,0.08003355,0.04150227,0.1352396,0.1348778,0.003828183,0.02909132,0,0,0.1728493,0.3103615,1,0
21,0.6728026,True,,7.841117E-09,0.0001035715,0.1224067,0.1131057,0.3794963,0.2909318,0,0,0.1574441,0.2395487,0.0002169243,0.01065051,5.367539E-10,0,5.651478E-10,2.839388E-11,0.07405324,0.09474268,0,0,0,0,0.02512024,0.02370413,0.01536607,0.1762551,0.1420485,0.07554824,0.06253282,0.0365621,0.07313922,0.05609721,0.09014665,0.1187973,0.04811973,0.1005788,0.04920022,0.08528617,1.173119E-14,0,0.0383408,0.03797302,0.1984387,0.2606413,0.114505,0.04261472,0.0908243,0.05766848,0.03584782,0.06616987,0.1125372,0.162512,0.1424454,0.07759605,0.03497228,0.1375294,0.1372431,0.003087238,0.0293434,0,0,0.1755417,0.3145179,1,0
22,0.6859428,True,,6.483272E-09,8.557796E-05,0.1035995,0.1038438,0.3574044,0.288236,0,0,0.1666823,0.236889,0.0001307151,0.01064849,3.782899E-10,0,3.983014E-10,2.001149E-11,0.0741312,0.0948291,0,0,0,0,0.02319828,0.02213086,0.01252776,0.1605068,0.1223559,0.07472469,0.08212925,0.04993474,0.09140315,0.06924626,0.06968803,0.1096436,0.04500534,0.08190896,0.04579218,0.07854058,8.267947E-15,0,0.03455185,0.03457566,0.1799253,0.2282619,0.108996,0.03576962,0.09389614,0.0551689,0.02686569,0.05963339,0.1103596,0.145381,0.1313688,0.06940581,0.02508741,0.1461809,0.1456977,0.002500379,0.02720566,0,0,0.1727982,0.30449,1,0
23,0.6996574,True,,6.483272E-09,8.557796E-05,0.1035995,0.1038438,0.3574044,0.288236,0,0,0.1666823,0.236889,0.0001307151,0.01064849,3.782899E-10,0,3.983014E-10,2.001149E-11,0.0741312,0.0948291,0,0,0,0,0.02319828,0.02213086,0.01252776,0.1605068,0.1223559,0.07472469,0.08212925,0.04993474,0.09140315,0.06924626,0.06968803,0.1096436,0.04500534,0.08190896,0.04579218,0.07854058,8.267947E-15,0,0.03455185,0.03457566,0.1799253,0.2282619,0.108996,0.03576962,0.09389614,0.0551689,0.02686569,0.05963339,0.1103596,0.145381,0.1313688,0.06940581,0.02508741,0.1461809,0.1456977,0.002500379,0.02720566,0,0,0.1727982,0.30449,1,0
