Global Position X,Global Position Y,Global Position Z,fixationID,Time,LayerNumber
-0.06454827,0.7024161,0.2734857,-1,9.146723,0
-0.06141889,0.7024161,0.2649996,0,9.162665,0
-0.05694729,0.7024161,0.2533724,0,9.170355,0
-0.0494296,0.7024161,0.2361106,0,9.183763,0
-0.04617,0.7024161,0.2290462,0,9.198699,0
-0.04031701,0.7024161,0.2157177,0,9.212008,0
-0.03414159,0.7024161,0.2008367,0,9.224993,0
-0.0307439,0.7024161,0.1853142,0,9.23888,0
-0.02643886,0.7024161,0.1727273,0,9.253819,0
-0.02387002,0.7024161,0.1639461,0,9.266731,0
-0.02338986,0.702416,0.1608069,0,9.279381,0
-0.02362183,0.7024161,0.1604589,0,9.29293,0
-0.02558963,0.7024161,0.1653735,0,9.307028,0
-0.02830774,0.702416,0.1721823,0,9.320553,0
-0.03142902,0.7024161,0.179437,0,9.334416,0
-0.03754249,0.7024161,0.1936915,0,9.348358,0
-0.04521531,0.7024161,0.2121851,0,9.362834,0
-0.05065148,0.7024161,0.2278388,0,9.377113,0
-0.05728655,0.7024161,0.2445031,0,9.391053,0
-0.06437697,0.7024161,0.2627698,0,9.407179,0
-0.07354601,0.7024161,0.2861944,0,9.419359,0
-0.0956146,0.7024161,0.3092889,0,9.431438,0
-0.1092606,0.7024161,0.3414168,1,9.445408,0
-0.1228459,0.7024161,0.374183,1,9.45927,0
-0.1400525,0.7024161,0.4041497,1,9.473386,0
-0.1515367,0.7024161,0.4310775,1,9.487205,0
-0.1597462,0.7024161,0.4504951,1,9.501657,0
-0.1643094,0.7024161,0.4608321,1,9.515601,0
-0.1497114,0.7024161,0.476637,1,9.529517,0
-0.1517479,0.7024161,0.4805059,1,9.543458,0
-0.1497346,0.7024161,0.4743958,1,9.559071,0
-0.1444433,0.7024161,0.4599465,1,9.57239,0
-0.1399553,0.7024161,0.4464111,1,9.584799,0
-0.1386606,0.7024161,0.4385861,1,9.598718,0
-0.1737585,0.7024161,0.424348,1,9.612296,0
-0.1780778,0.7024161,0.4316736,2,9.626845,0
-0.1733541,0.7024161,0.4399587,2,9.640613,0
-0.1745559,0.7024161,0.4428974,2,9.6546,0
-0.1780743,0.7024161,0.4495513,2,9.668698,0
-0.1827836,0.7024161,0.4581547,2,9.682665,0
-0.1850716,0.7024161,0.4619558,2,9.697122,0
-0.1901348,0.7024161,0.4619006,2,9.711959,0
-0.1922965,0.7024161,0.4647188,2,9.726744,0
-0.1959217,0.7024161,0.4703206,2,9.738448,0
-0.201047,0.7024161,0.4782726,2,9.751577,0
-0.2062291,0.7024161,0.486436,2,9.76598,0
-0.2063909,0.7024161,0.4936388,2,9.779981,0
-0.2106539,0.7024161,0.4988387,2,9.793203,0
-0.2294664,0.702416,0.5019354,2,9.807454,0
-0.236394,0.7024161,0.5130256,2,9.82165,0
-0.2407187,0.7024161,0.5183051,2,9.836189,0
-0.241537,0.7024161,0.5209364,2,9.849493,0
-0.2614172,0.7024161,0.5101539,2,9.865178,0
-0.2606153,0.7024161,0.5091751,2,9.878754,0
-0.2589504,0.7024161,0.5062451,2,9.890885,0
-0.2557064,0.7024161,0.5009292,2,9.905264,0
-0.250353,0.7024161,0.4922517,2,9.919135,0
-0.2468065,0.7024161,0.4863654,2,9.932678,0
-0.2457559,0.7024161,0.4849494,2,9.947203,0
-0.2450159,0.7024161,0.4838353,2,9.961175,0
-0.243373,0.7024161,0.4810635,2,9.974675,0
-0.2411186,0.7024161,0.4776051,2,9.98857,0
-0.2380368,0.7024161,0.4729718,2,10.00323,0
-0.24216,0.7024161,0.4635657,2,10.0189,0
-0.236883,0.7024161,0.4568921,2,10.03165,0
-0.2313087,0.7024161,0.4492163,2,10.04438,0
-0.2248998,0.702416,0.4405838,2,10.05829,0
-0.1652177,0.7024161,0.4580336,2,10.07196,0
-0.1588584,0.7024161,0.4492787,3,10.08576,0
-0.1845902,0.7024161,0.4279143,3,10.10008,0
-0.1799622,0.7024161,0.4236303,4,10.11407,0
-0.1763524,0.7024161,0.4228717,4,10.12751,0
-0.1570657,0.7024161,0.4303524,4,10.14182,0
-0.1545163,0.7024161,0.430814,4,10.15599,0
-0.1281952,0.7024161,0.4433476,4,10.17131,0
-0.1253325,0.7024161,0.4444284,4,10.18522,0
-0.1226172,0.7024161,0.4446934,4,10.19764,0
-0.05204844,0.7024161,0.7127579,4,10.21127,0
-0.04927789,0.7024161,0.7131195,5,10.22539,0
-0.02525237,0.8588281,0.8975309,5,10.23934,0
-0.02061734,0.8582571,0.8975309,6,10.25338,0
-0.01767328,0.869341,0.8989133,6,10.26733,0
-0.01351675,0.8678759,0.9008358,6,10.28081,0
-0.01006436,0.8663071,0.9034619,6,10.29483,0
-0.01539148,0.8641504,0.90451,6,10.30978,0
-0.01234199,0.8635223,0.9035838,6,10.32623,0
-0.0100375,0.862417,0.90214,6,10.3398,0
-0.006730705,0.8614644,0.9005166,6,10.35046,0
-0.006660461,0.8597417,0.8975309,6,10.36391,0
-0.004627079,0.85794,0.8975309,6,10.37922,0
-0.003566325,0.8568222,0.8975309,6,10.3923,0
-0.02704021,0.8538958,0.8975309,6,10.40584,0
-0.0270638,0.8545113,0.8975309,6,10.4199,0
-0.02959748,0.8651102,0.906505,6,10.43358,0
-0.02911358,0.8654529,0.906163,6,10.448,0
-0.02837981,0.8649569,0.9062502,6,10.46269,0
-0.03130236,0.8635892,0.904606,6,10.47793,0
-0.03091897,0.8627529,0.9029965,6,10.49067,0
-0.03114666,0.8621982,0.9019289,6,10.50326,0
-0.04328959,0.855625,0.9032378,6,10.51765,0
-0.04367259,0.8548787,0.9036207,6,10.53096,0
-0.04309975,0.8506335,0.9030479,6,10.5452,0
-0.04242346,0.8503332,0.9023716,6,10.55964,0
-0.04111841,0.8508396,0.9010666,6,10.5735,0
-0.04006049,0.852068,0.9000087,6,10.58771,0
-0.03899342,0.8538775,0.8989416,6,10.6011,0
-0.05464567,0.8477053,0.9167554,6,10.6151,0
-0.05358897,0.848271,0.9166517,6,10.63095,0
-0.05285592,0.8476785,0.9165803,6,10.64426,0
-0.05202572,0.8470837,0.9164994,6,10.65639,0
-0.05490048,0.8454711,0.9167817,6,10.67019,0
-0.05335726,0.8457115,0.9166304,6,10.68485,0
-0.05151339,0.8471844,0.9164492,6,10.69879,0
-0.0461449,0.8517033,0.9060931,6,10.71262,0
-0.04423843,0.8524987,0.9041866,6,10.72656,0
-0.04558145,0.8502322,0.9055296,6,10.74062,0
-0.04426038,0.848928,0.9042085,6,10.75475,0
-0.04287386,0.8470361,0.9028221,6,10.76817,0
-0.04108992,0.8462838,0.9010381,6,10.78471,0
-0.03905585,0.8467839,0.899004,6,10.79743,0
-0.06090629,0.8343863,0.9173756,6,10.80947,0
-0.05887093,0.8347289,0.9171762,6,10.82336,0
-0.05637181,0.8343158,0.9169319,6,10.83755,0
-0.05442297,0.8368072,0.9167397,6,10.85141,0
-0.05214614,0.8349479,0.9165179,6,10.86602,0
0.03119187,0.9273065,0.897108,6,10.87954,0
0.03247808,0.9272475,0.8970692,7,10.89333,0
0.06506008,0.9546682,0.8972297,7,10.90791,0
0.06575175,0.9549761,0.8972391,7,10.92163,0
0.06589439,0.9549855,0.8972394,7,10.93696,0
0.06526912,0.9616519,0.8974437,7,10.9511,0
0.06548298,0.9600261,0.8973938,7,10.96292,0
0.06569408,0.958403,0.8973441,7,10.97685,0
0.06415986,0.9571168,0.8973047,7,10.99102,0
0.06434545,0.9568428,0.8972963,7,11.00462,0
0.05879996,0.9566025,0.8972889,7,11.01906,0
0.05900882,0.9570704,0.8973033,7,11.03259,0
0.05555709,0.9551749,0.8972452,7,11.0467,0
0.05588005,0.9546195,0.8972282,7,11.06065,0
0.05297045,0.951363,0.8971284,7,11.07537,0
0.05355055,0.9502558,0.8970945,7,11.09005,0
0.05436032,0.9493104,0.8970655,7,11.10357,0
0.055038,0.9495918,0.8970742,7,11.11662,0
0.05613412,0.9499761,0.897086,7,11.13026,0
0.05709638,0.9499072,0.8970838,7,11.14424,0
0.05789718,0.9493117,0.8970656,7,11.1578,0
0.05871961,0.9478469,0.8970207,7,11.17167,0
0.05415428,0.9572172,0.8973078,7,11.18697,0
0.05448256,0.9565902,0.8972886,7,11.20066,0
0.05490795,0.9565865,0.8972884,7,11.21488,0
0.05572709,0.9572221,0.8973079,7,11.22783,0
0.05597221,0.9539397,0.8972074,7,11.2438,0
0.05642346,0.9540108,0.8972095,7,11.25681,0
0.04806118,0.9522621,0.897156,7,11.26957,0
0.04789842,0.951389,0.8971292,7,11.28343,0
0.04787829,0.9510821,0.8971198,7,11.29704,0
0.04681801,0.9512861,0.8971261,7,11.31063,0
0.04611576,0.951162,0.8971223,7,11.32472,0
