frameCount, left Gaze point world position x, left Gaze point world position y, left Gaze point world position z, left Gaze point gazeTime, left Gaze point hit layer, leftEyeHitObject,right Gaze point world position x, right Gaze point world position y, right Gaze point world position z, right Gaze point gazeTime, right Gaze point hit layer, rightEyeHitObject,left eye open confidence, left eye position x, left eye position y, left eye position z, right eye open confidence, right eye position x, right eye position y, right eye position z, isConjugate, isFixational,headCameraPosition.x, headCameraPosition.y, headCameraPosition.z,head angular speed, left eye angular speed, right eye angular speed
1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
2,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04845455,1.187904,0.03450011,-1,-1,-1
4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04847936,1.187935,0.03456423,-1,-1,-1
5,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04851951,1.187932,0.03459147,-1,-1,-1
6,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04853681,1.187929,0.03459914,-1,-1,-1
7,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04855835,1.18792,0.03460668,-1,-1,-1
8,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04857383,1.187912,0.034612,-1,-1,-1
9,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04859037,1.187904,0.03461716,-1,-1,-1
10,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04860592,1.187896,0.03462136,-1,-1,-1
11,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04861925,1.18789,0.03462426,-1,-1,-1
12,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04863258,1.187884,0.03462769,-1,-1,-1
13,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04864594,1.187878,0.03462927,-1,-1,-1
14,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04866733,1.18787,0.03463171,-1,-1,-1
15,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04867984,1.187866,0.03463184,-1,-1,-1
16,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04869301,1.187863,0.0346317,-1,-1,-1
17,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04871075,1.18786,0.0346302,-1,-1,-1
18,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04872037,1.187861,0.03462787,-1,-1,-1
19,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04873274,1.187862,0.03462421,-1,-1,-1
20,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04875086,1.187864,0.03461766,-1,-1,-1
21,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04876325,1.187867,0.03461201,-1,-1,-1
22,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04877563,1.187869,0.03460631,-1,-1,-1
23,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04878735,1.187873,0.0345997,-1,-1,-1
24,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04880112,1.187877,0.03459195,-1,-1,-1
25,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04882487,1.187887,0.03457671,-1,-1,-1
26,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04883909,1.187892,0.03456664,-1,-1,-1
27,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04885334,1.187898,0.03455574,-1,-1,-1
28,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04887792,1.187904,0.03454252,-1,-1,-1
29,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04889493,1.187909,0.03453245,-1,-1,-1
30,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04891274,1.187916,0.0345185,-1,-1,-1
31,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04894321,1.187923,0.03450145,-1,-1,-1
32,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04896283,1.187931,0.0344873,-1,-1,-1
33,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04899377,1.187938,0.03446962,-1,-1,-1
34,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04901737,1.187945,0.03445279,-1,-1,-1
35,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04903916,1.187952,0.03443846,-1,-1,-1
36,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.04907164,1.187961,0.03441592,-1,-1,-1
37,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.0490978,1.187967,0.03439762,-1,-1,-1
