FrameCount,frameTime,Global Position X,Global Position Y,Global Position Z,fixationID,LayerNumber,Hit object name
1200,15.9875,-0.06559652,1.277461,1.648003,9,0,Sphere
1201,16.00179,-0.08316177,1.252979,1.633531,9,0,Sphere
1201,16.00179,-0.06540823,1.25468,1.645298,9,0,Sphere
1202,16.01516,-0.08407663,1.253668,1.633021,9,0,Sphere
1202,16.01516,-0.06631762,1.25538,1.644794,9,0,Sphere
1203,16.02851,-0.2541946,1.155852,1.573108,9,0,Sphere
1203,16.02851,-0.2369054,1.157134,1.57601,9,0,Sphere
1204,16.04305,-0.2554575,1.157473,1.572706,10,0,Sphere
1204,16.04305,-0.23816,1.158762,1.575596,9,0,Sphere
1205,16.05705,-0.4383296,0.957471,1.639618,10,0,Sphere
1205,16.05705,-0.4193696,0.9598379,1.634432,10,0,Sphere
1206,16.07236,-0.4398469,0.9595201,1.638958,11,0,Sphere
1206,16.07236,-0.4208676,0.9618636,1.633795,10,0,Sphere
1207,16.08621,-0.4415125,0.9607927,1.638713,11,0,Sphere
1207,16.08621,-0.422526,0.9631089,1.633562,11,0,Sphere
1208,16.09829,-0.448306,0.9156892,1.668624,11,0,Sphere
1208,16.09829,-0.4309057,0.9180562,1.663343,11,0,Sphere
1209,16.1114,-0.4481909,0.9158839,1.668473,12,0,Sphere
1209,16.1114,-0.4307852,0.9182475,1.663189,11,0,Sphere
1210,16.1258,-0.4538023,0.9144493,1.670734,12,0,Sphere
1210,16.1258,-0.4360947,0.9168798,1.665233,12,0,Sphere
1211,16.14006,-0.4534106,0.9143195,1.670684,12,0,Sphere
1211,16.14006,-0.4357183,0.9167488,1.665241,12,0,Sphere
1212,16.15411,-0.4500754,0.9292421,1.660378,12,0,Sphere
1212,16.15411,-0.4318517,0.9317121,1.654568,12,0,Sphere
1213,16.16807,-0.4478155,0.9290794,1.659957,12,0,Sphere
1213,16.16807,-0.4295781,0.9315504,1.654144,12,0,Sphere
1214,16.18207,-0.4460415,0.9287212,1.659774,12,0,Sphere
1214,16.18207,-0.4278001,0.9311867,1.653963,12,0,Sphere
1215,16.19653,-0.4444387,0.9276695,1.660073,12,0,Sphere
1215,16.19653,-0.4258851,0.9301857,1.654158,12,0,Sphere
1216,16.20979,-0.4430473,0.9275026,1.659857,12,0,Sphere
1216,16.20979,-0.4244861,0.9300286,1.653933,12,0,Sphere
1217,16.22567,-0.4418054,0.9279456,1.659285,12,0,Sphere
1217,16.22567,-0.4232267,0.9304745,1.653365,12,0,Sphere
1218,16.23905,-0.4557014,0.9201361,1.667719,12,0,Sphere
1218,16.23905,-0.4233934,0.9245847,1.657361,12,0,Sphere
1219,16.25114,-0.4552334,0.9216098,1.666507,12,0,Sphere
1219,16.25114,-0.4229367,0.9260155,1.656302,12,0,Sphere
1220,16.2655,-0.4557781,0.9218363,1.666598,12,0,Sphere
1220,16.2655,-0.4372349,0.9243989,1.66049,12,0,Sphere
1221,16.27931,-0.4556491,0.9220924,1.666366,12,0,Sphere
1221,16.27931,-0.4371102,0.9246584,1.660295,12,0,Sphere
1222,16.29316,-0.4640352,0.9207628,1.671036,12,0,Sphere
1222,16.29316,-0.4383224,0.9245923,1.660619,12,0,Sphere
1223,16.30726,-0.4642091,0.9215064,1.670608,12,0,Sphere
1223,16.30726,-0.4384831,0.9253174,1.660193,12,0,Sphere
1224,16.32124,-0.4649985,0.9228624,1.67004,12,0,Sphere
1224,16.32124,-0.4392171,0.9266633,1.659503,12,0,Sphere
1225,16.33524,-0.4657786,0.9250023,1.668936,12,0,Sphere
1225,16.33524,-0.4398477,0.9288157,1.658275,12,0,Sphere
1226,16.34883,-0.4670538,0.9263856,1.668567,12,0,Sphere
1226,16.34883,-0.4410324,0.9302475,1.657635,12,0,Sphere
1227,16.3634,-0.4535511,0.9223144,1.66561,12,0,Sphere
1227,16.3634,-0.4354091,0.9248244,1.659794,12,0,Sphere
1228,16.37919,-0.4546645,0.9223782,1.665828,12,0,Sphere
1228,16.37919,-0.4365298,0.9249043,1.660003,12,0,Sphere
1229,16.39212,-0.4564504,0.9220687,1.666741,12,0,Sphere
1229,16.39212,-0.4382511,0.9246484,1.660566,12,0,Sphere
1230,16.40467,-0.457822,0.9225741,1.667014,12,0,Sphere
1230,16.40467,-0.4334256,0.9260508,1.65855,12,0,Sphere
1231,16.41833,-0.4590068,0.9230878,1.667197,12,0,Sphere
1231,16.41833,-0.4345375,0.926601,1.658457,12,0,Sphere
1232,16.43254,-0.4600098,1.136486,1.585587,12,0,Sphere
1232,16.43254,-0.4328523,1.13865,1.579485,12,0,Sphere
1233,16.44627,-0.4608631,1.13661,1.585759,13,0,Sphere
1233,16.44627,-0.43371,1.138792,1.579654,12,0,Sphere
1234,16.46041,-0.4801897,1.318303,1.600156,13,0,Sphere
1234,16.46041,-0.4527333,1.319362,1.593898,13,0,Sphere
1235,16.47452,-0.4812279,1.317446,1.600345,14,0,Sphere
1235,16.47452,-0.4537084,1.31849,1.593866,13,0,Sphere
1236,16.48885,-0.4725297,1.33022,1.601105,14,0,Sphere
1236,16.48885,-0.470051,1.330316,1.600603,14,0,Sphere
1237,16.50262,-0.4724793,1.32919,1.600812,14,0,Sphere
1237,16.50262,-0.4699844,1.329285,1.600305,14,0,Sphere
1238,16.51646,-0.472167,1.328676,1.600604,14,0,Sphere
1238,16.51646,-0.4696583,1.328771,1.600095,14,0,Sphere
1239,16.53196,-0.4719214,1.32845,1.600489,14,0,Sphere
1239,16.53196,-0.4695222,1.328542,1.600003,14,0,Sphere
1240,16.54546,-0.4714176,1.328287,1.600337,14,0,Sphere
1240,16.54546,-0.4690057,1.32838,1.599848,14,0,Sphere
1241,16.55764,-0.4710983,1.328145,1.60023,14,0,Sphere
1241,16.55764,-0.4686787,1.328238,1.599739,14,0,Sphere
1242,16.57114,-0.4792082,1.334815,1.604555,14,0,Sphere
1242,16.57114,-0.4698783,1.335074,1.601872,14,0,Sphere
1243,16.58545,-0.479036,1.335192,1.604593,14,0,Sphere
1243,16.58545,-0.469717,1.335454,1.601942,14,0,Sphere
1244,16.59946,-0.4898652,1.348899,1.613167,14,0,Sphere
1244,16.59946,-0.4722547,1.349107,1.606233,14,0,Sphere
1245,16.6132,-0.4901102,1.348919,1.613277,14,0,Sphere
1245,16.6132,-0.4724882,1.349129,1.606289,14,0,Sphere
1246,16.62758,-0.4979536,1.348691,1.61653,14,0,Sphere
1246,16.62758,-0.4806734,1.348858,1.609269,14,0,Sphere
1247,16.64155,-0.4980728,1.34838,1.616488,14,0,Sphere
